filepath,D_IMRANG,RET-ANG1,single_sum,norm_single_diff,LCOUNTS,RCOUNTS,wavelength_bin
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165895_cube.fits,45.0,0.0,158076438.92274714,-0.5210566570934992,120221609.87653925,37854829.046207905,1931.7956
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165896_cube.fits,45.0,11.25,157644192.6409469,-0.5209736299192712,119886329.95839693,37757862.68254995,1931.7956
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165897_cube.fits,45.0,22.5,157168819.6039033,-0.5212253523990743,119544596.49404716,37624223.10985613,1931.7956
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165898_cube.fits,45.0,33.75,156735479.91713572,-0.5209823668925062,119195950.61019896,37539529.30693674,1931.7956
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165899_cube.fits,45.0,45.0,156310779.0607953,-0.5211535706329249,118886349.8483715,37424429.2124238,1931.7956
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165900_cube.fits,45.0,56.25,156107602.877841,-0.5213785663492001,118749380.53125,37358222.34659099,1931.7956
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165901_cube.fits,45.0,67.5,155856780.96475792,-0.521390556266606,118559517.3449478,37297263.619810104,1931.7956
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165902_cube.fits,45.0,78.75,155684817.8149271,-0.5210471531646275,118401974.46417429,37282843.35075283,1931.7956
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165903_cube.fits,45.0,90.0,155508544.69849396,-0.5211823469948264,118278426.50110243,37230118.19739151,1931.7956
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165904_cube.fits,57.5,0.0,154966299.33335638,-0.6181128043904172,125376476.60015106,29589822.73320532,1931.7956
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165905_cube.fits,57.5,11.25,154863413.29099274,-0.6183896892231401,125314675.65402222,29548737.63697052,1931.7956
