filepath,D_IMRANG,RET-ANG1,single_sum,norm_single_diff,LCOUNTS,RCOUNTS,wavelength_bin
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165895_cube.fits,45.0,0.0,14145876.014151037,0.724974339561384,1945239.4466373324,12200636.567513704,1422.2002
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165896_cube.fits,45.0,11.25,14092329.971580148,0.7249971360693029,1937715.55082047,12154614.420759678,1422.2002
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165897_cube.fits,45.0,22.5,14011419.941627905,0.7261252038269049,1918687.390304491,12092732.551323414,1422.2002
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165898_cube.fits,45.0,33.75,13989028.838765653,0.7256945137178212,1918633.6791165173,12070395.159649134,1422.2002
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165899_cube.fits,45.0,45.0,13916125.019031718,0.7266969446550504,1901659.7431318313,12014465.275899887,1422.2002
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165900_cube.fits,45.0,56.25,13890243.464264631,0.7254103276304202,1907058.700993061,11983184.76327157,1422.2002
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165901_cube.fits,45.0,67.5,13856042.088825569,0.7273960672084061,1888605.7831698507,11967436.305655718,1422.2002
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165902_cube.fits,45.0,78.75,13843171.580861092,0.7262037987540213,1895103.8960180285,11948067.684843063,1422.2002
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165903_cube.fits,45.0,90.0,13837515.638157517,0.7259708722293997,1895941.170418173,11941574.467739344,1422.2002
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165904_cube.fits,57.5,0.0,14209115.03561604,0.3178790200368416,4846167.736251831,9362947.29936421,1422.2002
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165905_cube.fits,57.5,11.25,14215053.851239083,0.3168834602875722,4855269.199342132,9359784.651896954,1422.2002
