filepath,D_IMRANG,RET-ANG1,single_sum,norm_single_diff,LCOUNTS,RCOUNTS,wavelength_bin
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165895_cube.fits,45.0,0.0,72850518.00757146,-0.5463309934360447,56325506.94148922,16525011.06608224,2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165896_cube.fits,45.0,11.25,72637871.42107725,-0.5461685417696716,56155195.86618996,16482675.554887297,2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165897_cube.fits,45.0,22.5,72461207.31217909,-0.5461372856217838,56017487.19326496,16443720.118914127,2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165898_cube.fits,45.0,33.75,72274045.38853836,-0.5463506072184501,55880506.98635006,16393538.4021883,2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165899_cube.fits,45.0,45.0,72138047.7838571,-0.5460238086819761,55763569.692840576,16374478.091016533,2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165900_cube.fits,45.0,56.25,72030354.95744658,-0.5461512611654731,55684912.079826355,16345442.87762022,2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165901_cube.fits,45.0,67.5,71928175.00279903,-0.54611127382497,55604481.13874149,16323693.86405754,2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165902_cube.fits,45.0,78.75,71862072.3237834,-0.5463443093180046,55561753.29684067,16300319.02694273,2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165903_cube.fits,45.0,90.0,71782194.08215094,-0.5461861846799871,55494318.397919655,16287875.68423128,2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165904_cube.fits,57.5,0.0,71287019.13298202,-0.6361829879334272,58319303.98293495,12967715.150047064,2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165905_cube.fits,57.5,11.25,71224510.2700808,-0.6363337469336802,58273534.88187885,12950975.388201952,2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165906_cube.fits,57.5,22.5,71198647.36334014,-0.6361454976581303,58245673.16143894,12952974.201901196,2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165907_cube.fits,57.5,33.75,71169954.10928631,-0.6360723306611206,58219596.34631252,12950357.762973784,2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165908_cube.fits,57.5,45.0,71087892.05171561,-0.6362680466201162,58159423.13290119,12928468.91881442,2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165909_cube.fits,57.5,56.25,71107683.8215301,-0.6361136303446733,58170125.3613224,12937558.4602077,2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165910_cube.fits,57.5,67.5,71077513.64555049,-0.636142848252782,58146482.81137848,12931030.83417201,2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165911_cube.fits,57.5,78.75,71057736.14855361,-0.6361525729119266,58130648.9123764,12927087.236177206,2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165912_cube.fits,57.5,90.0,71034401.95838833,-0.635943198945795,58104123.387503624,12930278.570884705,2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165913_cube.fits,70.0,0.0,70694284.59292805,-0.81719612159808,64232689.89070988,6461594.702218175,2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165914_cube.fits,70.0,11.25,70706594.20945382,-0.8171820801174513,64243377.97177792,6463216.237675905,2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165915_cube.fits,70.0,22.5,70689396.55530512,-0.817313217267885,64232387.34032345,6457009.214981675,2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165916_cube.fits,70.0,33.75,70700459.73079944,-0.8172679254492551,64240838.891649246,6459620.83915019,2213.4641
