filepath,D_IMRANG,RET-ANG1,single_sum,norm_single_diff,LCOUNTS,RCOUNTS,wavelength_bin
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162881_cube.fits, 45.0, 0.0, 85222593.86626816, 0.3042770740646817, 29645656.180218697, 55576937.68604946, 1522.3565
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162882_cube.fits, 45.0, 11.25, 85197556.20310879, 0.3042434942292539, 29638377.002040863, 55559179.201067924, 1522.3565
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162883_cube.fits, 45.0, 22.5, 85149383.72284317, 0.30447965009630956, 29611564.58049774, 55537819.14234543, 1522.3565
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162884_cube.fits, 45.0, 33.75, 85046891.49697638, 0.3047706521993437, 29563547.453958035, 55483344.04301834, 1522.3565
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162885_cube.fits, 45.0, 45.0, 85032534.90531206, 0.3045189359600008, 29569258.926982403, 55463275.97832966, 1522.3565
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162886_cube.fits, 45.0, 56.25, 84995545.57533503, 0.30427458819211217, 29566780.47361803, 55428765.101716995, 1522.3565
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162887_cube.fits, 45.0, 67.5, 84963701.05841398, 0.30457532258721437, 29542927.200171947, 55420773.858242035, 1522.3565
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162888_cube.fits, 45.0, 78.75, 84917056.92788887, 0.30461975251645174, 29524822.03104496, 55392234.89684391, 1522.3565
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162889_cube.fits, 45.0, 90.0, 84895955.69364548, 0.3043997508570308, 29526823.965865135, 55369131.72778034, 1522.3565
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162890_cube.fits, 57.5, 0.0, 86474527.882514, 0.009976148251390596, 42805922.586194515, 43668605.296319485, 1522.3565
