filepath,D_IMRANG,RET-ANG1,single_sum,norm_single_diff,LCOUNTS,RCOUNTS,wavelength_bin
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162881_cube.fits, 45.0, 0.0, 181488043.2262473, -0.5865878075937294, 143973358.30340385, 37514684.922843456, 2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162882_cube.fits, 45.0, 11.25, 181384972.9872055, -0.5864996462470755, 143883597.73936844, 37501375.24783707, 2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162883_cube.fits, 45.0, 22.5, 181459016.03618526, -0.586663748081488, 143957221.25357628, 37501794.782608986, 2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162884_cube.fits, 45.0, 33.75, 181419918.65475178, -0.5869698910801353, 143953974.27364922, 37465944.38110256, 2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162885_cube.fits, 45.0, 45.0, 181246890.4706998, -0.5866426794926408, 143787025.97307014, 37459864.49762964, 2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162886_cube.fits, 45.0, 56.25, 181192941.49982834, -0.5866675980145928, 143746484.63336563, 37446456.86646271, 2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162887_cube.fits, 45.0, 67.5, 181166062.74379206, -0.5866834544863981, 143726597.13500977, 37439465.60878229, 2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162888_cube.fits, 45.0, 78.75, 180952486.79096746, -0.5863862006814613, 143530264.0120926, 37422222.778874874, 2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162889_cube.fits, 45.0, 90.0, 180966360.63547373, -0.5866079792535352, 143561335.88035774, 37405024.755115986, 2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162890_cube.fits, 57.5, 0.0, 179721079.31941652, -0.6703976045915587, 150102830.19488144, 29618249.124535084, 2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162891_cube.fits, 57.5, 11.25, 179756661.98581696, -0.6706054372685479, 150151228.44937515, 29605433.536441803, 2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162892_cube.fits, 57.5, 22.5, 179682463.79554653, -0.6705367928280761, 150083083.3982296, 29599380.397316933, 2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162893_cube.fits, 57.5, 33.75, 179586333.30918217, -0.6706288698300716, 150011056.52662277, 29575276.782559395, 2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162894_cube.fits, 57.5, 45.0, 179637872.2761402, -0.6705401684993032, 150046140.7105198, 29591731.565620422, 2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162895_cube.fits, 57.5, 56.25, 179449372.75550604, -0.6705025963841618, 149885321.55379105, 29564051.201714993, 2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162896_cube.fits, 57.5, 67.5, 179565863.91481543, -0.67057067045681, 149988732.83566475, 29577131.079150677, 2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162897_cube.fits, 57.5, 78.75, 179524173.89050722, -0.6707706422076534, 149971859.6514206, 29552314.239086628, 2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162898_cube.fits, 57.5, 90.0, 179379850.48957586, -0.6707220573756836, 149846936.43084335, 29532914.05873251, 2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162899_cube.fits, 70.0, 0.0, 179107627.8872199, -0.8402393882132976, 164800455.78375626, 14307172.10346365, 2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162900_cube.fits, 70.0, 11.25, 179087368.4581926, -0.8404138342817045, 164797435.2277813, 14289933.230411291, 2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162901_cube.fits, 70.0, 22.5, 179093745.3481655, -0.8404660581437503, 164807979.7695694, 14285765.578596115, 2213.4641
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162902_cube.fits, 70.0, 33.75, 179033414.46773434, -0.8405487961123241, 164759867.7312336, 14273546.73650074, 2213.4641
