filepath,D_IMRANG,RET-ANG1,single_sum,norm_single_diff,LCOUNTS,RCOUNTS,wavelength_bin
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162881_cube.fits, 45.0, 0.0, 138136493.2355709, -0.2537582693647622, 86594885.34757328, 51541607.88799763, 1685.9701
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162882_cube.fits, 45.0, 11.25, 138096259.32463074, -0.2537956170362706, 86572242.33516312, 51524016.98946762, 1685.9701
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162883_cube.fits, 45.0, 22.5, 138069909.18626404, -0.25398395143000535, 86568725.14748669, 51501184.03877735, 1685.9701
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162884_cube.fits, 45.0, 33.75, 137972923.11043072, -0.2537822564888157, 86494001.43587685, 51478921.67455387, 1685.9701
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162885_cube.fits, 45.0, 45.0, 137882327.92490387, -0.25391808337869415, 86446572.18169403, 51435755.74320984, 1685.9701
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162886_cube.fits, 45.0, 56.25, 137827359.20807266, -0.25384750815076773, 86407245.44902134, 51420113.75905132, 1685.9701
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162887_cube.fits, 45.0, 67.5, 137723827.35196877, -0.2536330757930223, 86327572.64661789, 51396254.705350876, 1685.9701
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162888_cube.fits, 45.0, 78.75, 137642800.02148247, -0.2538291956932222, 86290280.6219492, 51352519.39953327, 1685.9701
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162889_cube.fits, 45.0, 90.0, 137621254.88684177, -0.25398232700937173, 86287310.72447586, 51333944.16236591, 1685.9701
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162890_cube.fits, 57.5, 0.0, 138348238.24123287, -0.4129956139373528, 97742726.915411, 40605511.32582188, 1685.9701
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162891_cube.fits, 57.5, 11.25, 138297836.86777353, -0.4128471250421189, 97696850.6090889, 40600986.258684635, 1685.9701
