filepath,D_IMRANG,RET-ANG1,single_sum,norm_single_diff,LCOUNTS,RCOUNTS,wavelength_bin
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162881_cube.fits, 45.0, 0.0, 415569930.0718918, -0.5614465021172592, 324445106.8479347, 91124823.22395706, 1931.7956
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162882_cube.fits, 45.0, 11.25, 415617826.62794113, -0.5614606189690892, 324485434.4105263, 91132392.21741486, 1931.7956
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162883_cube.fits, 45.0, 22.5, 415178273.35806465, -0.561140799552853, 324075870.813591, 91102402.54447365, 1931.7956
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162884_cube.fits, 45.0, 33.75, 414897515.4688034, -0.561088757045197, 323845923.36216736, 91051592.10663605, 1931.7956
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162885_cube.fits, 45.0, 45.0, 414990533.35214806, -0.561360890224879, 323974994.2948036, 91015539.05734444, 1931.7956
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162886_cube.fits, 45.0, 56.25, 414565243.28891754, -0.5610339424703504, 323575208.0712395, 90990035.21767807, 1931.7956
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162887_cube.fits, 45.0, 67.5, 414037419.9325237, -0.5608096473423122, 323116799.6957016, 90920620.23682213, 1931.7956
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162888_cube.fits, 45.0, 78.75, 414437195.67619514, -0.5615295117893869, 323577955.9158058, 90859239.76038933, 1931.7956
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162889_cube.fits, 45.0, 90.0, 414495317.4538555, -0.5616459587930237, 323647468.7202225, 90847848.73363304, 1931.7956
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162890_cube.fits, 57.5, 0.0, 414136666.5267, -0.6521178060482126, 342101280.4531059, 72035386.0735941, 1931.7956
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162891_cube.fits, 57.5, 11.25, 413463067.4808607, -0.6517557670928733, 341470003.09571075, 71993064.38514996, 1931.7956
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes_2/cubes/CRSA00162892_cube.fits, 57.5, 22.5, 413433107.2321024, -0.651632650214081, 341419809.2919998, 72013297.94010258, 1931.7956
