filepath,D_IMRANG,RET-ANG1,single_sum,norm_single_diff,wavelength_bin
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165895_cube.fits,45.0004,0.0,24394573.90748322,-0.2451583784184751,1685.9701
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165896_cube.fits,45.0004,11.25,24306431.49731648,-0.2448778224182154,1685.9701
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165897_cube.fits,45.0004,22.5,24234157.54457653,-0.244924743940881,1685.9701
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165898_cube.fits,45.0004,33.75,24160516.793791298,-0.2449631866162301,1685.9701
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165899_cube.fits,45.0004,45.0,24096503.29391873,-0.2444712640845986,1685.9701
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165900_cube.fits,45.0004,56.25,24036292.1261518,-0.2444902481332702,1685.9701
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165901_cube.fits,45.0004,67.5,23996704.36721909,-0.2450327308725785,1685.9701
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165902_cube.fits,45.0004,78.75,23962688.54290867,-0.2447463313498533,1685.9701
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165903_cube.fits,45.0004,90.0,23945332.14834857,-0.244817622685303,1685.9701
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165904_cube.fits,57.50005,0.0,24054433.51170373,-0.4049677053340484,1685.9701
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165905_cube.fits,57.50005,11.25,24045377.033266544,-0.4049601397624482,1685.9701
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165906_cube.fits,57.50005,22.5,24021515.69759059,-0.4048549403072032,1685.9701
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165907_cube.fits,57.50005,33.75,23997378.69527596,-0.4054705304785743,1685.9701
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165908_cube.fits,57.50005,45.0,23995464.08730781,-0.4048190204082678,1685.9701
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165909_cube.fits,57.50005,56.25,23972166.15465367,-0.4051818479058469,1685.9701
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165910_cube.fits,57.50005,67.5,23967946.00368786,-0.4050589120945896,1685.9701
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165911_cube.fits,57.50005,78.75,23953819.48284471,-0.4047354721810871,1685.9701
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165912_cube.fits,57.50005,90.0,23946891.204809904,-0.4048271244714032,1685.9701
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165913_cube.fits,69.9998,0.0,24252524.64423853,-0.7171387004104659,1685.9701
/Users/thomasmcintosh/Desktop/CHARIS-REU/Cubes/cubes/internal-cal/CRSA00165914_cube.fits,69.9998,11.25,24272825.411702216,-0.7171111009539091,1685.9701
